# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
124.80053093,-5.18756174,9.31221436,2.86207633,0.02015888,1.58237400,1.58237400
124.90061155,-5.28378550,9.33972850,2.86497604,0.03649180,1.58237400,1.58237400
125.00069217,-5.38012115,9.36688096,2.86938057,0.03824485,1.58237400,1.58237400
125.10077279,-5.47660557,9.39355251,2.87263117,0.00823659,1.58237400,1.58237400
125.20085340,-5.57313364,9.42008300,2.87102922,-0.04681984,1.58237400,1.58237400
125.30093402,-5.66952323,9.44706109,2.86325966,-0.10849239,1.58237400,1.58237400
125.40101464,-5.76559149,9.47507790,2.84931324,-0.15832334,1.58237400,1.58237400
125.50109526,-5.86115607,9.50472281,2.83156946,-0.15680545,1.58237400,1.58237400
125.60117588,-5.95617488,9.53613187,2.81792687,-0.08435435,1.58237400,1.58237400
125.70125650,-6.05093236,9.56838568,2.81468499,0.02337089,1.58237400,1.58237400
125.80133711,-6.14575932,9.60041491,2.82260482,0.12159252,1.58237400,1.58237400
125.90141773,-6.24098544,9.63115384,2.83902310,0.16644175,1.58237400,1.58237400
126.00149835,-6.33678355,9.66004387,2.85592000,0.14115256,1.58237400,1.58237400
126.10157897,-6.43300906,9.68755236,2.86727637,0.08257729,1.58237400,1.58237400
126.20165959,-6.52947910,9.71427044,2.87244877,0.02189094,1.58237400,1.58237400
126.30174020,-6.62601076,9.74078930,2.87165809,-0.02500484,1.58237400,1.58237400
126.40182082,-6.72243399,9.76765869,2.86744378,-0.04055100,1.58237400,1.58237400
126.50190144,-6.81871621,9.79498384,2.86354135,-0.03027215,1.58237400,1.58237400
126.60198206,-6.91490850,9.82259971,2.86138446,-0.01273172,1.58237400,1.58237400
126.70206268,-7.01106311,9.85033739,2.86099295,0.00327403,1.58237400,1.58237400
126.80214330,-7.10723224,9.87802812,2.86203980,0.01172849,1.58237400,1.58237400
126.90222391,-7.20344878,9.90556559,2.86334054,0.00928423,1.58237400,1.58237400
127.00230453,-7.29969487,9.93300755,2.86389814,0.00116350,1.58237400,1.58237400
127.10238515,-7.39594441,9.96043837,2.86357343,-0.00741951,1.58237400,1.58237400
127.20246577,-7.49217129,9.98794243,2.86241304,-0.01199166,1.58237400,1.58237400
127.30254639,-7.58835217,10.01559519,2.86117317,-0.00648227,1.58237400,1.58237400
127.40262701,-7.68450569,10.04333638,2.86111554,0.00816158,1.58237400,1.58237400
127.50270762,-7.78068315,10.07100016,2.86280680,0.02570653,1.58237400,1.58237400
127.60278824,-7.87693674,10.09841789,2.86626100,0.03950060,1.58237400,1.58237400
127.70286886,-7.97331861,10.12542097,2.87071329,0.03249612,1.58237400,1.58237400
127.80294948,-8.06983570,10.15198692,2.87276546,-0.00747707,1.58237400,1.58237400
127.90303010,-8.16633905,10.17859731,2.86921667,-0.06629353,1.58237400,1.58237400
128.00311071,-8.26264608,10.20584229,2.85949606,-0.12707003,1.58237400,1.58237400
128.10319133,-8.35857422,10.23431199,2.84378217,-0.16521716,1.58237400,1.58237400
128.20327195,-8.45395178,10.26456144,2.82642599,-0.14016225,1.58237400,1.58237400
128.30335257,-8.54885337,10.29634943,2.81572712,-0.05216338,1.58237400,1.58237400
128.40343319,-8.64359790,10.32864510,2.81598491,0.05698857,1.58237400,1.58237400
128.50351381,-8.73851474,10.36038378,2.82713402,0.14268978,1.58237400,1.58237400
128.60359442,-8.83391892,10.39054715,2.84454587,0.16420083,1.58237400,1.58237400
128.70367504,-8.92986561,10.41895693,2.86000066,0.12490880,1.58237400,1.58237400
128.80375566,-9.02618395,10.44616534,2.86954777,0.06526933,1.58237400,1.58237400
128.90383628,-9.12269558,10.47274895,2.87306505,0.00811168,1.58237400,1.58237400
129.00391690,-9.21922213,10.49928435,2.87117142,-0.03083972,1.58237400,1.58237400
129.10399752,-9.31562166,10.52623032,2.86689214,-0.03968715,1.58237400,1.58237400
129.20407813,-9.41189493,10.55358442,2.86322759,-0.03059393,1.58237400,1.58237400
129.30415875,-9.50807762,10.58123135,2.86076842,-0.01854777,1.58237400,1.58237400
129.40423937,-9.60420538,10.60905578,2.85951504,-0.00649870,1.58237400,1.58237400
129.50431999,-9.70031391,10.63694240,2.85946763,0.00555129,1.58237400,1.58237400
129.60440061,-9.79643887,10.66477590,2.86062619,0.01760049,1.58237400,1.58237400
129.70448122,-9.89261595,10.69244096,2.86299057,0.02964697,1.58237400,1.58237400
129.80456184,-9.98888080,10.71982227,2.86656037,0.03938688,1.58237400,1.58237400
129.90464246,-10.08526912,10.74680450,2.87087430,0.03260402,1.58237400,1.58237400
130.00472308,-10.18178930,10.77336048,2.87308643,-0.00415488,1.58237400,1.58237400
130.10480370,-10.27830856,10.79991942,2.87004265,-0.06053411,1.58237400,1.58237400
130.20488432,-10.37464856,10.82705782,2.86096985,-0.12044863,1.58237400,1.58237400
130.30496493,-10.47063093,10.85535226,2.84593350,-0.16280130,1.58237400,1.58237400
130.40504555,-10.56608150,10.88536569,2.82838334,-0.14716301,1.58237400,1.58237400
130.50512617,-10.66102586,10.91701542,2.81647717,-0.06514308,1.58237400,1.58237400
130.60520679,-10.75577200,10.94930587,2.81534422,0.04377278,1.58237400,1.58237400
130.70528741,-10.85064931,10.98117234,2.82523879,0.13502308,1.58237400,1.58237400
130.80536803,-10.94598092,11.01157032,2.84237060,0.16602175,1.58237400,1.58237400
130.90544864,-11.04187153,11.04016135,2.85846991,0.13142112,1.58237400,1.58237400
131.00552926,-11.13815538,11.06748124,2.86867602,0.07114249,1.58237400,1.58237400
131.10560988,-11.23464991,11.09412015,2.87270988,0.01167648,1.58237400,1.58237400
131.20569050,-11.33117253,11.12066822,2.87101320,-0.03049475,1.58237400,1.58237400
131.30577112,-11.42756662,11.14763179,2.86660601,-0.03996108,1.58237400,1.58237400
131.40585173,-11.52382840,11.17502303,2.86301454,-0.02708497,1.58237400,1.58237400
131.50593235,-11.62000997,11.20267357,2.86118465,-0.00951220,1.58237400,1.58237400
131.60601297,-11.71616348,11.23041479,2.86111056,0.00558097,1.58237400,1.58237400
131.70609359,-11.81234066,11.25807950,2.86230174,0.01198997,1.58237400,1.58237400
131.80617421,-11.90856465,11.28559289,2.86351049,0.00800770,1.58237400,1.58237400
131.90625483,-12.00481335,11.31302642,2.86390457,-0.00047037,1.58237400,1.58237400
132.00633544,-12.10106066,11.34046444,2.86341634,-0.00876537,1.58237400,1.58237400
132.10641606,-12.19728047,11.36799134,2.86215008,-0.01189534,1.58237400,1.58237400
132.20649668,-12.29345286,11.39567155,2.86103536,-0.00429819,1.58237400,1.58237400
132.30657730,-12.38960672,11.42341165,2.86128975,0.01135312,1.58237400,1.58237400
132.40665792,-12.48579415,11.45104321,2.86330781,0.02894340,1.58237400,1.58237400
132.50673854,-12.58206741,11.47839734,2.86708310,0.04042736,1.58237400,1.58237400
132.60681915,-12.67847826,11.50530675,2.87139980,0.02752951,1.58237400,1.58237400
132.70689977,-12.77500702,11.53183500,2.87259344,-0.01745004,1.58237400,1.58237400
132.80698039,-12.87148852,11.55851601,2.86790698,-0.07771959,1.58237400,1.58237400
132.90706101,-12.96773988,11.58594094,2.85703699,-0.13719128,1.58237400,1.58237400
133.00714163,-13.06357821,11.61470094,2.84044660,-0.16666431,1.58237400,1.58237400
133.10722224,-13.15884831,11.64529776,2.82367726,-0.12760997,1.58237400,1.58237400
133.20730286,-13.25369475,11.67726401,2.81490403,-0.03202510,1.58237400,1.58237400
133.30738348,-13.34844571,11.70953889,2.81726707,0.07659745,1.58237400,1.58237400
133.40746410,-13.44343199,11.74105309,2.83023588,0.15339848,1.58237400,1.58237400
133.50754472,-13.53895022,11.77084784,2.84797150,0.16062633,1.58237400,1.58237400
133.60762534,-13.63498547,11.79897133,2.86238704,0.11326250,1.58237400,1.58237400
133.70770595,-13.73135643,11.82600964,2.87064227,0.05162731,1.58237400,1.58237400
133.80778657,-13.82788023,11.85255394,2.87272083,-0.00457131,1.58237400,1.58237400
133.90786719,-13.92437424,11.87919452,2.86972727,-0.03719127,1.58237400,1.58237400
134.00794781,-14.02072083,11.90631162,2.86527658,-0.03741000,1.58237400,1.58237400
134.10802843,-14.11695143,11.93380364,2.86223923,-0.02152693,1.58237400,1.58237400
134.20810905,-14.21311830,11.96150168,2.86096772,-0.00417559,1.58237400,1.58237400
134.30818966,-14.30927367,11.98923688,2.86140344,0.00886825,1.58237400,1.58237400
134.40827028,-14.40546632,12.01685160,2.86274280,0.01162537,1.58237400,1.58237400
134.50835090,-14.50170094,12.04433063,2.86373039,0.00550973,1.58237400,1.58237400
134.60843152,-14.59795202,12.07175646,2.86384563,-0.00325552,1.58237400,1.58237400
134.70851214,-14.69419346,12.09921345,2.86307876,-0.01061753,1.58237400,1.58237400
134.80859275,-14.79039917,12.12678595,2.86172042,-0.01072969,1.58237400,1.58237400
134.90867337,-14.88656024,12.15450274,2.86093110,0.00011315,1.58237400,1.58237400
135.00875399,-14.98271924,12.18222620,2.86174306,0.01692243,1.58237400,1.58237400
135.10883461,-15.07892835,12.20978770,2.86431831,0.03398559,1.58237400,1.58237400
135.20891523,-15.17523974,12.23701861,2.86854566,0.03982700,1.58237400,1.58237400
135.30899585,-15.27169902,12.26377144,2.87229013,0.01604556,1.58237400,1.58237400
135.40907646,-15.36823204,12.29028591,2.87175736,-0.03584692,1.58237400,1.58237400
135.50915708,-15.46465978,12.31714069,2.86511497,-0.09721923,1.58237400,1.58237400
135.60923770,-15.56079968,12.34492594,2.85229784,-0.15162377,1.58237400,1.58237400
135.70931832,-15.65646915,12.37423178,2.83476577,-0.16256855,1.58237400,1.58237400
135.80939894,-15.75157212,12.40536881,2.81975792,-0.10142182,1.58237400,1.58237400
135.90947955,-15.84635379,12.43754442,2.81446505,0.00272673,1.58237400,1.58237400
136.00956017,-15.94114354,12.46969393,2.82030370,0.10559960,1.58237400,1.58237400
136.10964079,-16.03627072,12.50075268,2.83560200,0.16327665,1.58237400,1.58237400
136.20972141,-16.13196544,12.52997693,2.85298536,0.14957604,1.58237400,1.58237400
136.30980203,-16.22812075,12.55771232,2.86554132,0.09531936,1.58237400,1.58237400
136.40988265,-16.32455830,12.58453541,2.87206460,0.03546259,1.58237400,1.58237400
136.50996326,-16.42109971,12.61102277,2.87263956,-0.01482105,1.58237400,1.58237400
136.61004388,-16.51757129,12.63773584,2.86909800,-0.03864548,1.58237400,1.58237400
136.71012450,-16.61390306,12.66490085,2.86490423,-0.03624105,1.58237400,1.58237400
136.81020512,-16.71012645,12.69241618,2.86184395,-0.02455493,1.58237400,1.58237400
136.91028574,-16.80627715,12.72016651,2.85998929,-0.01250702,1.58237400,1.58237400
137.01036636,-16.90239081,12.74803654,2.85934053,-0.00045727,1.58237400,1.58237400
137.11044697,-16.99850312,12.77591094,2.85989776,0.01159252,1.58237400,1.58237400
137.21052759,-17.09464975,12.80367440,2.86166090,0.02364060,1.58237400,1.58237400
137.31060821,-17.19086637,12.83121161,2.86462969,0.03546849,1.58237400,1.58237400
137.41068883,-17.28718866,12.85840725,2.86876032,0.03918073,1.58237400,1.58237400
137.51076945,-17.38364974,12.88515429,2.87247215,0.01775181,1.58237400,1.58237400
137.61085006,-17.48019174,12.91163972,2.87231354,-0.03109616,1.58237400,1.58237400
137.71093068,-17.57664343,12.93841711,2.86624791,-0.09074438,1.58237400,1.58237400
137.81101130,-17.67282642,12.96606303,2.85415003,-0.14633974,1.58237400,1.58237400
137.91109192,-17.76856235,12.99515406,2.83695637,-0.16462433,1.58237400,1.58237400
138.01117254,-17.86372843,13.02608711,2.82119862,-0.11210214,1.58237400,1.58237400
138.11125316,-17.95853224,13.05819116,2.81451786,-0.01115576,1.58237400,1.58237400
138.21133377,-18.05330297,13.09040212,2.81896567,0.09447960,1.58237400,1.58237400
138.31141439,-18.14837000,13.12165533,2.83342902,0.16040853,1.58237400,1.58237400
138.41149501,-18.24399635,13.15110057,2.85107324,0.15452320,1.58237400,1.58237400
138.51157563,-18.34010693,13.17898055,2.86435857,0.10190005,1.58237400,1.58237400
138.61165625,-18.43651922,13.20588527,2.87146968,0.04040245,1.58237400,1.58237400
138.71173687,-18.53305066,13.23240485,2.87244557,-0.01286010,1.58237400,1.58237400
138.81181748,-18.62952073,13.25912283,2.86889559,-0.03926217,1.58237400,1.58237400
138.91189810,-18.72584205,13.28632165,2.86458681,-0.03506421,1.58237400,1.58237400
139.01197872,-18.82205713,13.31386389,2.86187709,-0.01826981,1.58237400,1.58237400
139.11205934,-18.91821810,13.34158098,2.86092990,-0.00127945,1.58237400,1.58237400
139.21213996,-19.01437712,13.36930436,2.86162100,0.01024864,1.58237400,1.58237400
139.31222057,-19.11057896,13.39688927,2.86298128,0.01096202,1.58237400,1.58237400
139.41230119,-19.20681844,13.42435248,2.86381517,0.00394330,1.58237400,1.58237400
139.51238181,-19.30306963,13.45177790,2.86377058,-0.00481594,1.58237400,1.58237400
139.61246243,-19.39930653,13.47924966,2.86285121,-0.01132649,1.58237400,1.58237400
139.71254305,-19.49550341,13.50685095,2.86150346,-0.00945598,1.58237400,1.58237400
139.81262367,-19.59166065,13.53458050,2.86095849,0.00291887,1.58237400,1.58237400
139.91270428,-19.68782531,13.56228602,2.86208770,0.02005495,1.58237400,1.58237400
140.01278490,-19.78404925,13.58979957,2.86497271,0.03629506,1.58237400,1.58237400
140.11286552,-19.88038437,13.61695321,2.86935256,0.03798754,1.58237400,1.58237400
140.21294614,-19.97686715,13.64362879,2.87257634,0.00807655,1.58237400,1.58237400
140.31302676,-20.07339283,13.67016553,2.87096917,-0.04668852,1.58237400,1.58237400
140.41310738,-20.16978062,13.69714868,2.86323111,-0.10798963,1.58237400,1.58237400
140.51318799,-20.26584900,13.72516588,2.84935384,-0.15750991,1.58237400,1.58237400
140.61326861,-20.36141702,13.75480299,2.83170373,-0.15618353,1.58237400,1.58237400
140.71334923,-20.45644276,13.78619497,2.81809195,-0.08481503,1.58237400,1.58237400
140.81342985,-20.55120561,13.81843513,2.81472705,0.02128897,1.58237400,1.58237400
140.91351047,-20.64603016,13.85047012,2.82235318,0.11827430,1.58237400,1.58237400
141.01359108,-20.74123994,13.88125014,2.83840098,0.16395903,1.58237400,1.58237400
141.11367170,-20.83700856,13.91021518,2.85517142,0.14239861,1.58237400,1.58237400
141.21375232,-20.93320859,13.93778864,2.86690366,0.08899895,1.58237400,1.58237400
141.31383294,-21.02967665,13.96451153,2.87298556,0.03331665,1.58237400,1.58237400
141.41391356,-21.12624933,13.99092487,2.87357236,-0.01285758,1.58237400,1.58237400
141.51399418,-21.22277116,14.01754068,2.87041197,-0.03752030,1.58237400,1.58237400
141.61407479,-21.31917116,14.04456286,2.86606225,-0.04453424,1.58237400,1.58237400
141.71415541,-21.41542933,14.07200926,2.86149794,-0.04661320,1.58237400,1.58237400
141.81423603,-21.51152636,14.09989516,2.85673210,-0.04449928,1.58237400,1.58237400
141.91431665,-21.60744311,14.12823554,2.85259091,-0.02335434,1.58237400,1.58237400
142.01439727,-21.70322490,14.15689211,2.85205747,0.02519395,1.58237400,1.58237400
142.11447789,-21.79908527,14.18532701,2.85763376,0.08787725,1.58237400,1.58237400
142.21455850,-21.89526479,14.21293808,2.86964708,0.14909661,1.58237400,1.58237400
142.31463912,-21.99200406,14.23912316,2.88747712,0.16136491,1.58237400,1.58237400
142.41471974,-22.08950133,14.26338722,2.90194609,0.05241234,1.58237400,1.58237400
142.51480036,-22.18731813,14.28684662,2.89796804,-0.16622321,1.58237400,1.58237400
142.61488098,-22.28452417,14.31186245,2.86867464,-0.42211928,1.58237400,1.58237400
142.71496159,-22.38017640,14.34082807,2.81347612,-0.64772502,1.58237400,1.58237400
142.81504221,-22.47333184,14.37613669,2.73902520,-0.68635238,1.58237400,1.58237400
142.91512283,-22.56355211,14.41891365,2.67609498,-0.43005752,1.58237400,1.58237400
143.01520345,-22.65212508,14.46594717,2.65294436,-0.01011136,1.58237400,1.58237400
143.11528407,-22.74070739,14.51309881,2.67407108,0.41059418,1.58237400,1.58237400
143.21536469,-22.83095570,14.55623014,2.73512940,0.64515319,1.58237400,1.58237400
143.31544530,-22.92417739,14.59207031,2.80320574,0.51915332,1.58237400,1.58237400
143.41552592,-23.01956334,14.62260551,2.83904376,0.14546323,1.58237400,1.58237400
143.51560654,-23.11551142,14.65179164,2.83232184,-0.26127014,1.58237400,1.58237400
143.61568716,-23.21041810,14.68358812,2.78674761,-0.53270221,1.58237400,1.58237400
143.71576778,-23.30295860,14.72124624,2.72569551,-0.55556208,1.58237400,1.58237400
143.81584840,-23.39325559,14.76434021,2.67554562,-0.41489765,1.58237400,1.58237400
143.91592901,-23.48190015,14.81125436,2.64264908,-0.24602218,1.58237400,1.58237400
144.01600963,-23.56948360,14.86037241,2.62630152,-0.10667768,1.58237400,1.58237400
144.11609025,-23.65656766,14.91017312,2.62129635,-0.02904105,1.58237400,1.58237400
144.21617087,-23.74343314,14.96003773,2.62048862,0.00010593,1.58237400,1.58237400
144.31625149,-23.83020554,15.00984625,2.62131755,0.01633919,1.58237400,1.58237400
144.41633210,-23.91700878,15.05948394,2.62375910,0.03157149,1.58237400,1.58237400
144.51641272,-24.00396675,15.10883605,2.62763694,0.03570332,1.58237400,1.58237400
144.61649334,-24.09118271,15.15781620,2.63090552,0.01463761,1.58237400,1.58237400
144.71657396,-24.17853881,15.20664200,2.63056682,-0.02712659,1.58237400,1.58237400
144.81665458,-24.26578293,15.25571565,2.62547582,-0.07469564,1.58237400,1.58237400
144.91673520,-24.35266107,15.30544194,2.61561565,-0.12180691,1.58237400,1.58237400
145.01681581,-24.43891920,15.35622568,2.60109480,-0.16103676,1.58237400,1.58237400
145.11689643,-24.52431368,15.40845180,2.58338233,-0.18163358,1.58237400,1.58237400
145.21697705,-24.60872689,15.46226365,2.56473880,-0.18637103,1.58237400,1.58237400
145.31705767,-24.69212518,15.51764357,2.54607807,-0.18649239,1.58237400,1.58237400
145.41713829,-24.77447646,15.57457094,2.52741025,-0.18223132,1.58237400,1.58237400
145.51721890,-24.85574888,15.63302488,2.50960243,-0.15811596,1.58237400,1.58237400
145.61729952,-24.93602058,15.69284828,2.49576157,-0.10554088,1.58237400,1.58237400
145.71738014,-25.01565161,15.75353509,2.48847724,-0.03827561,1.58237400,1.58237400
145.81746076,-25.09504654,15.81452413,2.48810027,0.03075574,1.58237400,1.58237400
145.91754138,-25.17460994,15.87525421,2.49463334,0.09984291,1.58237400,1.58237400
146.01762200,-25.25474637,15.93516417,2.50808495,0.16400477,1.58237400,1.58237400
146.11770261,-25.33586040,15.99369283,2.52746074,0.19165097,1.58237400,1.58237400
146.21778323,-25.41824059,16.05044182,2.54644605,0.15246433,1.58237400,1.58237400
146.31786385,-25.50155962,16.10587706,2.55797819,0.06929043,1.58237400,1.58237400
146.41794447,-25.58528664,16.16075013,2.56031531,-0.02219594,1.58237400,1.58237400
146.51802509,-25.66889065,16.21581281,2.55353542,-0.09899033,1.58237400,1.58237400
146.61810571,-25.75184908,16.27180490,2.54050128,-0.12951299,1.58237400,1.58237400
146.71818632,-25.83396162,16.32900861,2.52761194,-0.10884702,1.58237400,1.58237400
146.81826694,-25.91544346,16.38711614,2.51871432,-0.06777215,1.58237400,1.58237400
146.91834756,-25.99653722,16.44578069,2.51404659,-0.02551480,1.58237400,1.58237400
147.01842818,-26.07748555,16.50465547,2.51360725,0.01379419,1.58237400,1.58237400
147.11850880,-26.15853109,16.56339370,2.51680765,0.03650273,1.58237400,1.58237400
147.21858941,-26.23984873,16.62174491,2.52091368,0.03238346,1.58237400,1.58237400
147.31867003,-26.32136621,16.67981014,2.52328956,0.01264973,1.58237400,1.58237400
147.41875065,-26.40295492,16.73777055,2.52344567,-0.00953099,1.58237400,1.58237400
147.51883127,-26.48448626,16.79580730,2.52138183,-0.03141595,1.58237400,1.58237400
147.61891189,-26.56583162,16.85410155,2.51715741,-0.04915044,1.58237400,1.58237400
147.71899251,-26.64686917,16.91282466,2.51154381,-0.05713055,1.58237400,1.58237400
147.81907312,-26.72755822,16.97203089,2.50572209,-0.05682561,1.58237400,1.58237400
147.91915374,-26.80791156,17.03169728,2.50016953,-0.05409613,1.58237400,1.58237400
148.01923436,-26.88794292,17.09179948,2.49489414,-0.05132806,1.58237400,1.58237400
148.11931498,-26.96766604,17.15231318,2.48989564,-0.04852312,1.58237400,1.58237400
148.21939560,-27.04709465,17.21321404,2.48518170,-0.04420480,1.58237400,1.58237400
148.31947622,-27.12624351,17.27447650,2.48104755,-0.03517492,1.58237400,1.58237400
148.41955683,-27.20516397,17.33603054,2.47814104,-0.02099376,1.58237400,1.58237400
148.51963745,-27.28395326,17.39775040,2.47684542,-0.00478366,1.58237400,1.58237400
148.61971807,-27.36271152,17.45950682,2.47718354,0.01154128,1.58237400,1.58237400
148.71979869,-27.44153888,17.52117053,2.47915553,0.02786761,1.58237400,1.58237400
148.81987931,-27.52053548,17.58261226,2.48276156,0.04415055,1.58237400,1.58237400
148.91995992,-27.59980146,17.64370274,2.48799276,0.05671567,1.58237400,1.58237400
149.02004054,-27.67943585,17.70431411,2.49411383,0.05571614,1.58237400,1.58237400
149.12012116,-27.75944881,17.76443347,2.49914497,0.03794508,1.58237400,1.58237400
149.22020178,-27.83969702,17.82424640,2.50170897,0.01267505,1.58237400,1.58237400
149.32028240,-27.92002195,17.88395818,2.50168203,-0.01321396,1.58237400,1.58237400
149.42036302,-28.00026507,17.94377405,2.49906405,-0.03910657,1.58237400,1.58237400
149.52044363,-28.08026784,18.00389927,2.49385441,-0.06305200,1.58237400,1.58237400
149.62052425,-28.15987174,18.06453911,2.48644348,-0.07632931,1.58237400,1.58237400
149.72060487,-28.23896614,18.12583691,2.47857624,-0.07265938,1.58237400,1.58237400
149.82068549,-28.31760615,18.18772173,2.47189989,-0.05929656,1.58237400,1.58237400
149.92076611,-28.39588275,18.25007630,2.46670736,-0.04447180,1.58237400,1.58237400
150.02084673,-28.47388692,18.31278335,2.46299836,-0.02965088,1.58237400,1.58237400
150.12092734,-28.55170964,18.37572560,2.46077241,-0.01483426,1.58237400,1.58237400
150.22100796,-28.62944187,18.43878579,2.46002912,-0.00002058,1.58237400,1.58237400
150.32108858,-28.70717459,18.50184665,2.46076829,0.01374628,1.58237400,1.58237400
150.42116920,-28.78499878,18.56479089,2.46278059,0.02182766,1.58237400,1.58237400
150.52124982,-28.86297961,18.62753432,2.46513734,0.02090361,1.58237400,1.58237400
150.62133043,-28.94109367,18.69010628,2.46696468,0.01484197,1.58237400,1.58237400
150.72141105,-29.01929853,18.75256050,2.46810813,0.00800821,1.58237400,1.58237400
150.82149167,-29.09755176,18.81495069,2.46856761,0.00117390,1.58237400,1.58237400
150.92157229,-29.17581093,18.87733058,2.46834310,-0.00566079,1.58237400,1.58237400
151.02165291,-29.25403361,18.93975390,2.46743454,-0.01249564,1.58237400,1.58237400
151.12173353,-29.33217738,19.00227435,2.46584195,-0.01886786,1.58237400,1.58237400
151.22181414,-29.41019981,19.06494567,2.46365793,-0.02273781,1.58237400,1.58237400
151.32189476,-29.48806997,19.12780705,2.46129072,-0.02265532,1.58237400,1.58237400
151.42197538,-29.56579615,19.19084815,2.45912321,-0.02032423,1.58237400,1.58237400
151.52205600,-29.64339502,19.25404808,2.45722260,-0.01765742,1.58237400,1.58237400
151.62213662,-29.72088320,19.31738597,2.45558888,-0.01499077,1.58237400,1.58237400
151.72221724,-29.79827736,19.38084093,2.45422203,-0.01232431,1.58237400,1.58237400
151.82229785,-29.87559415,19.44439209,2.45312203,-0.00965805,1.58237400,1.58237400
151.92237847,-29.95285020,19.50801855,2.45228886,-0.00699310,1.58237400,1.58237400
152.02245909,-30.03006217,19.57169943,2.45172228,-0.00465815,1.58237400,1.58237400
152.12253971,-30.10724668,19.63541389,2.45135648,-0.00375801,1.58237400,1.58237400
152.22262033,-30.18441202,19.69915123,2.45097007,-0.00485549,1.58237400,1.58237400
152.32270094,-30.26154673,19.76292488,2.45038460,-0.00695770,1.58237400,1.58237400
152.42278156,-30.33863647,19.82675177,2.44957741,-0.00917311,1.58237400,1.58237400
152.52286218,-30.41566689,19.89064884,2.44854850,-0.01138863,1.58237400,1.58237400
152.62294280,-30.49262366,19.95463301,2.44729785,-0.01360425,1.58237400,1.58237400
152.72302342,-30.56949242,20.01872123,2.44582546,-0.01581996,1.58237400,1.58237400
152.82310404,-30.64625885,20.08293043,2.44413131,-0.01803573,1.58237400,1.58237400
152.92318465,-30.72290860,20.14727754,2.44221540,-0.02024029,1.58237400,1.58237400
153.02326527,-30.79942733,20.21177948,2.44007999,-0.02203976,1.58237400,1.58237400
153.12334589,-30.87580097,20.27645286,2.43780390,-0.02259448,1.58237400,1.58237400
153.22342651,-30.95202535,20.34130252,2.43555745,-0.02180144,1.58237400,1.58237400
153.32350713,-31.02810830,20.40631893,2.43344009,-0.02048299,1.58237400,1.58237400
153.42358775,-31.10405841,20.47149170,2.43145755,-0.01913598,1.58237400,1.58237400
153.52366836,-31.17988428,20.53681041,2.42960981,-0.01778902,1.58237400,1.58237400
153.62374898,-31.25559450,20.60226466,2.42789688,-0.01644214,1.58237400,1.58237400
153.72382960,-31.33119766,20.66784406,2.42631873,-0.01509537,1.58237400,1.58237400
153.82391022,-31.40670234,20.73353820,2.42487537,-0.01374871,1.58237400,1.58237400
153.92399084,-31.48211714,20.79933668,2.42356677,-0.01240218,1.58237400,1.58237400
154.02407145,-31.55745065,20.86522909,2.42239293,-0.01105577,1.58237400,1.58237400
154.12415207,-31.63271145,20.93120503,2.42135384,-0.00970948,1.58237400,1.58237400
154.22423269,-31.70790814,20.99725411,2.42044947,-0.00841704,1.58237400,1.58237400
154.32431331,-31.78304930,21.06336591,2.41966907,-0.00743059,1.58237400,1.58237400
154.42439393,-31.85814216,21.12953171,2.41896216,-0.00694053,1.58237400,1.58237400
154.52447455,-31.93318891,21.19574891,2.41827985,-0.00674044,1.58237400,1.58237400
154.62455516,-32.00819055,21.26201635,2.41761298,-0.00658612,1.58237400,1.58237400
154.72463578,-32.08314810,21.32833288,2.41696156,-0.00643179,1.58237400,1.58237400
154.82471640,-32.15806259,21.39469731,2.41632558,-0.00627746,1.58237400,1.58237400
154.92479702,-32.23293502,21.46110849,2.41570505,-0.00612312,1.58237400,1.58237400
155.02487764,-32.30776641,21.52756525,2.41509997,-0.00596878,1.58237400,1.58237400
155.12495825,-32.38255779,21.59406643,2.41451034,-0.00581444,1.58237400,1.58237400
155.22503887,-32.45731016,21.66061086,2.41393615,-0.00566009,1.58237400,1.58237400
155.32511949,-32.53202455,21.72719737,2.41337741,-0.00550574,1.58237400,1.58237400
155.42520011,-32.60670197,21.79382480,2.41283411,-0.00535138,1.58237400,1.58237400
155.52528073,-32.68134343,21.86049199,2.41230627,-0.00519703,1.58237400,1.58237400
155.62536135,-32.75594996,21.92719777,2.41179387,-0.00504267,1.58237400,1.58237400
155.72544196,-32.83052258,21.99394098,2.41129692,-0.00487792,1.58237400,1.58237400
155.82552258,-32.90506229,22.06072044,2.41081750,-0.00464911,1.58237400,1.58237400
155.92560320,-32.97957040,22.12753470,2.41036635,-0.00431215,1.58237400,1.58237400
156.02568382,-33.05404946,22.19438106,2.40995437,-0.00390942,1.58237400,1.58237400
156.12576444,-33.12850230,22.26125651,2.40958383,-0.00349544,1.58237400,1.58237400
156.22584506,-33.20293176,22.32815802,2.40925472,-0.00308144,1.58237400,1.58237400
156.32592567,-33.27734071,22.39508258,2.40896705,-0.00266744,1.58237400,1.58237400
156.42600629,-33.35173197,22.46202718,2.40872080,-0.00225343,1.58237400,1.58237400
156.52608691,-33.42610840,22.52898879,2.40851600,-0.00183942,1.58237400,1.58237400
156.62616753,-33.50047285,22.59596440,2.40835262,-0.00142541,1.58237400,1.58237400
