# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
62.15006392,-38.61079711,-12.09309648,0.60218423,-0.20604612,1.58237400,1.58237400
62.25014454,-38.52772744,-12.03725375,0.56619029,-0.45963292,1.58237400,1.58237400
62.35022516,-38.44209982,-11.98587135,0.51018354,-0.51430472,1.58237400,1.58237400
62.45030577,-38.35345258,-11.93972958,0.46324643,-0.32464851,1.58237400,1.58237400
62.55038639,-38.26311412,-11.89646824,0.44520149,-0.02829937,1.58237400,1.58237400
62.65046701,-38.17258349,-11.85342781,0.45758199,0.25430621,1.58237400,1.58237400
62.75054763,-38.08335925,-11.80794961,0.49610373,0.43275734,1.58237400,1.58237400
62.85062825,-37.99653926,-11.75814314,0.54420323,0.45603371,1.58237400,1.58237400
62.95070887,-37.91208289,-11.70430041,0.58738401,0.39633506,1.58237400,1.58237400
63.05078948,-37.82974866,-11.64709838,0.62353415,0.32671668,1.58237400,1.58237400
63.15087010,-37.74929510,-11.58721401,0.65278002,0.25891539,1.58237400,1.58237400
63.25095072,-37.67047381,-11.52531678,0.67535898,0.19341708,1.58237400,1.58237400
63.35103134,-37.59293737,-11.46196927,0.69149462,0.12933350,1.58237400,1.58237400
63.45111196,-37.51626454,-11.39765434,0.70124653,0.06548597,1.58237400,1.58237400
63.55119258,-37.44003229,-11.33285293,0.70460237,0.00286416,1.58237400,1.58237400
63.65127319,-37.36381762,-11.26804601,0.70181982,-0.04514552,1.58237400,1.58237400
63.75135381,-37.28723204,-11.20367498,0.69556599,-0.06135753,1.58237400,1.58237400
63.85143443,-37.21020359,-11.13981873,0.68953842,-0.05258316,1.58237400,1.58237400
63.95151505,-37.13283034,-11.07636145,0.68504088,-0.03723679,1.58237400,1.58237400
64.05159567,-37.05521197,-11.01318548,0.68208506,-0.02183542,1.58237400,1.58237400
64.15167628,-36.97744815,-10.95017313,0.68067027,-0.00644006,1.58237400,1.58237400
64.25175690,-36.89963859,-10.88720674,0.68079601,0.00895171,1.58237400,1.58237400
64.35183752,-36.82188296,-10.82416863,0.68246206,0.02434273,1.58237400,1.58237400
64.45191814,-36.74428096,-10.76094113,0.68566848,0.03930083,1.58237400,1.58237400
64.55199876,-36.66693226,-10.69740656,0.69032856,0.05072539,1.58237400,1.58237400
64.65207938,-36.58992546,-10.63346067,0.69582174,0.05537149,1.58237400,1.58237400
64.75215999,-36.51328108,-10.56908158,0.70141179,0.05532598,1.58237400,1.58237400
64.85224061,-36.43699383,-10.50427862,0.70689586,0.05426511,1.58237400,1.58237400
64.95232123,-36.36105836,-10.43906121,0.71227356,0.05320249,1.58237400,1.58237400
65.05240185,-36.28546931,-10.37343876,0.71754493,0.05214028,1.58237400,1.58237400
65.15248247,-36.21022135,-10.30742068,0.72271003,0.05107870,1.58237400,1.58237400
65.25256309,-36.13530911,-10.24101638,0.72776891,0.05001795,1.58237400,1.58237400
65.35264370,-36.06072727,-10.17423527,0.73272168,0.04895821,1.58237400,1.58237400
65.45272432,-35.98647046,-10.10708676,0.73756845,0.04789965,1.58237400,1.58237400
65.55280494,-35.91253334,-10.03958026,0.74230933,0.04684242,1.58237400,1.58237400
65.65288556,-35.83891056,-9.97172517,0.74694448,0.04578665,1.58237400,1.58237400
65.75296618,-35.76559678,-9.90353091,0.75147405,0.04473245,1.58237400,1.58237400
65.85304679,-35.69258665,-9.83500690,0.75589819,0.04367993,1.58237400,1.58237400
65.95312741,-35.61987481,-9.76616252,0.76021708,0.04262918,1.58237400,1.58237400
66.05320803,-35.54745592,-9.69700721,0.76443090,0.04158027,1.58237400,1.58237400
66.15328865,-35.47532464,-9.62755036,0.76853983,0.04053326,1.58237400,1.58237400
66.25336927,-35.40347561,-9.55780139,0.77254408,0.03948818,1.58237400,1.58237400
66.35344989,-35.33190349,-9.48776971,0.77644384,0.03844508,1.58237400,1.58237400
66.45353050,-35.26060292,-9.41746473,0.78023930,0.03740639,1.58237400,1.58237400
66.55361112,-35.18956857,-9.34689585,0.78393115,0.03642395,1.58237400,1.58237400
66.65369174,-35.11879511,-9.27607237,0.78752996,0.03559022,1.58237400,1.58237400
66.75377236,-35.04827777,-9.20500135,0.79105493,0.03490013,1.58237400,1.58237400
66.85385298,-34.97801230,-9.13368773,0.79451561,0.03425931,1.58237400,1.58237400
66.95393360,-34.90799446,-9.06213638,0.79791232,0.03361989,1.58237400,1.58237400
67.05401421,-34.83822001,-8.99035215,0.80124501,0.03298017,1.58237400,1.58237400
67.15409483,-34.76868472,-8.91833992,0.80451367,0.03234022,1.58237400,1.58237400
67.25417545,-34.69938435,-8.84610455,0.80771827,0.03170011,1.58237400,1.58237400
67.35425607,-34.63031467,-8.77365091,0.81085880,0.03105988,1.58237400,1.58237400
67.45433669,-34.56147144,-8.70098387,0.81393525,0.03041959,1.58237400,1.58237400
67.55441730,-34.49285042,-8.62810828,0.81694762,0.02977930,1.58237400,1.58237400
67.65449792,-34.42444738,-8.55502902,0.81989591,0.02913904,1.58237400,1.58237400
67.75457854,-34.35625809,-8.48175095,0.82278013,0.02849885,1.58237400,1.58237400
67.85465916,-34.28827831,-8.40827894,0.82560028,0.02785878,1.58237400,1.58237400
67.95473978,-34.22050379,-8.33461785,0.82835638,0.02721886,1.58237400,1.58237400
68.05482040,-34.15293032,-8.26077255,0.83104844,0.02657912,1.58237400,1.58237400
68.15490101,-34.08555364,-8.18674791,0.83367649,0.02593959,1.58237400,1.58237400
68.25498163,-34.01836953,-8.11254878,0.83624054,0.02530029,1.58237400,1.58237400
68.35506225,-33.95137374,-8.03818004,0.83874063,0.02466124,1.58237400,1.58237400
68.45514287,-33.88456205,-7.96364656,0.84117677,0.02402247,1.58237400,1.58237400
68.55522349,-33.81793022,-7.88895319,0.84354899,0.02338398,1.58237400,1.58237400
68.65530411,-33.75147401,-7.81410480,0.84585733,0.02274579,1.58237400,1.58237400
68.75538472,-33.68518918,-7.73910627,0.84810182,0.02210791,1.58237400,1.58237400
68.85546534,-33.61907151,-7.66396245,0.85028248,0.02146256,1.58237400,1.58237400
68.95554596,-33.55311674,-7.58867821,0.85239779,0.02071084,1.58237400,1.58237400
69.05562658,-33.48732039,-7.51325859,0.85442799,0.01971015,1.58237400,1.58237400
69.15570720,-33.42167478,-7.43771054,0.85634300,0.01849901,1.58237400,1.58237400
69.25578781,-33.35617022,-7.36204230,0.85813077,0.01722653,1.58237400,1.58237400
69.35586843,-33.29079696,-7.28626210,0.85979108,0.01595283,1.58237400,1.58237400
69.45594905,-33.22554525,-7.21037820,0.86132391,0.01467897,1.58237400,1.58237400
69.55602967,-33.16040537,-7.13439883,0.86272924,0.01340498,1.58237400,1.58237400
69.65611029,-33.09536756,-7.05833224,0.86400707,0.01213092,1.58237400,1.58237400
69.75619091,-33.03042209,-6.98218667,0.86515738,0.01085680,1.58237400,1.58237400
69.85627152,-32.96555922,-6.90597037,0.86618018,0.00958264,1.58237400,1.58237400
69.95635214,-32.90076920,-6.82969159,0.86707545,0.00830907,1.58237400,1.58237400
70.05643276,-32.83604229,-6.75335855,0.86784333,0.00730382,1.58237400,1.58237400
70.15651338,-32.77136877,-6.67697951,0.86853740,0.00752105,1.58237400,1.58237400
70.25659400,-32.70674717,-6.60055585,0.86934876,0.00948980,1.58237400,1.58237400
70.35667461,-32.64219724,-6.52407144,0.87043689,0.01236450,1.58237400,1.58237400
70.45675523,-32.57774211,-6.44750733,0.87182365,0.01534844,1.58237400,1.58237400
70.55683585,-32.51340490,-6.37084459,0.87350905,0.01833251,1.58237400,1.58237400
70.65691647,-32.44920874,-6.29406428,0.87549311,0.02131666,1.58237400,1.58237400
70.75699709,-32.38517676,-6.21714745,0.87777582,0.02430081,1.58237400,1.58237400
70.85707771,-32.32133207,-6.14007518,0.88035719,0.02728482,1.58237400,1.58237400
70.95715832,-32.25769780,-6.06282852,0.88323718,0.03024544,1.58237400,1.58237400
71.05723894,-32.19429708,-5.98538854,0.88641115,0.03223520,1.58237400,1.58237400
71.15731956,-32.13115233,-5.90773689,0.88968942,0.03113548,1.58237400,1.58237400
71.25740018,-32.06825774,-5.82987921,0.89264327,0.02659367,1.58237400,1.58237400
71.35748080,-32.00557030,-5.75185272,0.89501244,0.02066923,1.58237400,1.58237400
71.45756142,-31.94304444,-5.67369679,0.89678044,0.01466279,1.58237400,1.58237400
71.55764203,-31.88063461,-5.59545078,0.89794736,0.00865690,1.58237400,1.58237400
71.65772265,-31.81829527,-5.51715408,0.89851322,0.00265083,1.58237400,1.58237400
71.75780327,-31.75598084,-5.43884605,0.89847795,-0.00333083,1.58237400,1.58237400
71.85788389,-31.69364579,-5.36056607,0.89784652,-0.00825780,1.58237400,1.58237400
71.95796451,-31.63124528,-5.28235281,0.89682506,-0.00983311,1.58237400,1.58237400
72.05804512,-31.56876350,-5.20421668,0.89587831,-0.00768054,1.58237400,1.58237400
72.15812574,-31.50622259,-5.12613116,0.89528772,-0.00403225,1.58237400,1.58237400
72.25820636,-31.44364725,-5.04806725,0.89507121,-0.00029464,1.58237400,1.58237400
72.35828698,-31.38106219,-4.96999591,0.89522874,0.00344170,1.58237400,1.58237400
72.45836760,-31.31849210,-4.89188814,0.89576010,0.00717516,1.58237400,1.58237400
72.55844822,-31.25596169,-4.81371492,0.89666493,0.01090962,1.58237400,1.58237400
72.65852883,-31.19349567,-4.73544722,0.89794379,0.01486417,1.58237400,1.58237400
72.75860945,-31.13111917,-4.65705623,0.89964016,0.01953081,1.58237400,1.58237400
72.85869007,-31.06887428,-4.57852056,0.90185310,0.02499882,1.58237400,1.58237400
72.95877069,-31.00682510,-4.49982854,0.90464395,0.03080641,1.58237400,1.58237400
73.05885131,-30.94503721,-4.42096914,0.90801935,0.03666668,1.58237400,1.58237400
73.15893193,-30.88357618,-4.34193132,0.91198320,0.04257132,1.58237400,1.58237400
73.25901254,-30.82250759,-4.26270404,0.91654047,0.04850178,1.58237400,1.58237400
73.35909316,-30.76189703,-4.18327628,0.92169138,0.05178145,1.58237400,1.58237400
73.45917378,-30.70180879,-4.10363722,0.92690511,0.04496782,1.58237400,1.58237400
73.55925440,-30.64218925,-4.02379555,0.93069219,0.02538410,1.58237400,1.58237400
73.65933502,-30.58277338,-3.94379499,0.93198603,-0.00002149,1.58237400,1.58237400
73.75941563,-30.52327417,-3.86368289,0.93068789,-0.02581456,1.58237400,1.58237400
73.85949625,-30.46340462,-3.78350659,0.92681895,-0.05129383,1.58237400,1.58237400
73.95957687,-30.40287772,-3.70331346,0.92042085,-0.08006271,1.58237400,1.58237400
74.05965749,-30.34140644,-3.62315084,0.91079350,-0.12962035,1.58237400,1.58237400
74.15973811,-30.27865795,-3.54325901,0.89447588,-0.21385943,1.58237400,1.58237400
74.25981873,-30.21413402,-3.46457443,0.86798713,-0.32041465,1.58237400,1.58237400
74.35989934,-30.14729913,-3.38819052,0.83034129,-0.43463009,1.58237400,1.58237400
74.45997996,-30.07761775,-3.31520072,0.78099104,-0.55456574,1.58237400,1.58237400
74.56006058,-30.00455438,-3.24669845,0.71933872,-0.67969645,1.58237400,1.58237400
74.66014120,-29.92757349,-3.18377716,0.64494215,-0.78915415,1.58237400,1.58237400
74.76022182,-29.84613956,-3.12753026,0.56138065,-0.78099052,1.58237400,1.58237400
74.86030244,-29.76005558,-3.07842941,0.48861813,-0.57157380,1.58237400,1.58237400
74.96038305,-29.67061061,-3.03421654,0.44697374,-0.24244680,1.58237400,1.58237400
75.06046367,-29.57950140,-2.99188472,0.44008967,0.08716272,1.58237400,1.58237400
75.16054429,-29.48842470,-2.94842700,0.46442034,0.26836588,1.58237400,1.58237400
75.26062491,-29.39883930,-2.90137910,0.49380612,0.14998640,1.58237400,1.58237400
75.36070553,-29.31032599,-2.85255876,0.49444180,-0.19497704,1.58237400,1.58237400
75.46078614,-29.22157489,-2.80581457,0.45477927,-0.60087881,1.58237400,1.58237400
75.56086676,-29.13127078,-2.76500735,0.37416915,-0.92443937,1.58237400,1.58237400
75.66094738,-29.03816401,-2.73379511,0.26974235,-1.00325961,1.58237400,1.58237400
75.76102800,-28.94202403,-2.71268426,0.17335547,-0.84960009,1.58237400,1.58237400
75.86110862,-28.84342468,-2.69969369,0.09968534,-0.62374659,1.58237400,1.58237400
75.96118924,-28.74296167,-2.69277467,0.04850558,-0.40458586,1.58237400,1.58237400
76.06126985,-28.64123069,-2.68987846,0.01870293,-0.19583567,1.58237400,1.58237400
76.16135047,-28.53882747,-2.68895632,0.00930687,-0.01442973,1.58237400,1.58237400
76.26143109,-28.43634455,-2.68797155,0.01581466,0.09108014,1.58237400,1.58237400
76.36151171,-28.33415769,-2.68571926,0.02753759,0.10696911,1.58237400,1.58237400
76.46159233,-28.23228907,-2.68235094,0.03722573,0.08345566,1.58237400,1.58237400
76.56167295,-28.13072829,-2.67814295,0.04424217,0.05664852,1.58237400,1.58237400
76.66175356,-28.02946499,-2.67337170,0.04856457,0.02962117,1.58237400,1.58237400
76.76183418,-27.92848878,-2.66831355,0.05017118,0.00237493,1.58237400,1.58237400
76.86191480,-27.82778929,-2.66324489,0.04903994,-0.02509545,1.58237400,1.58237400
76.96199542,-27.72735613,-2.65844210,0.04514805,-0.05279583,1.58237400,1.58237400
77.06207604,-27.62717893,-2.65418157,0.03847226,-0.08072636,1.58237400,1.58237400
77.16215665,-27.52724730,-2.65073966,0.02898976,-0.10887482,1.58237400,1.58237400
77.26223727,-27.42755088,-2.64839278,0.01667974,-0.13720957,1.58237400,1.58237400
77.36231789,-27.32807927,-2.64741729,0.00152572,-0.16567228,1.58237400,1.58237400
77.46239851,-27.22882211,-2.64808957,-0.01648143,-0.19417061,1.58237400,1.58237400
77.56247913,-27.12976900,-2.65068602,-0.03733971,-0.22257128,1.58237400,1.58237400
77.66255975,-27.03090958,-2.65548300,-0.06103157,-0.25069408,1.58237400,1.58237400
77.76264036,-26.93223346,-2.66275691,-0.08751894,-0.27830768,1.58237400,1.58237400
77.86272098,-26.83373026,-2.67278412,-0.11673798,-0.30313166,1.58237400,1.58237400
77.96280160,-26.73538961,-2.68584102,-0.14819415,-0.30957948,1.58237400,1.58237400
78.06288222,-26.63720393,-2.70212327,-0.17870379,-0.28126885,1.58237400,1.58237400
78.16296284,-26.53918465,-2.72128166,-0.20449327,-0.22910260,1.58237400,1.58237400
78.26304346,-26.44135101,-2.74274165,-0.22456125,-0.17245268,1.58237400,1.58237400
78.36312407,-26.34372232,-2.76592793,-0.23901161,-0.11671317,1.58237400,1.58237400
78.46320469,-26.24631785,-2.79026525,-0.24792270,-0.06322010,1.58237400,1.58237400
78.56328531,-26.14915689,-2.81517835,-0.25166583,-0.01864157,1.58237400,1.58237400
78.66336593,-26.05222172,-2.84017069,-0.25165402,0.01243177,1.58237400,1.58237400
78.76344655,-25.95537493,-2.86500057,-0.24917747,0.03595011,1.58237400,1.58237400
78.86352716,-25.85845491,-2.88947774,-0.24445820,0.05826652,1.58237400,1.58237400
78.96360778,-25.76130007,-2.91341198,-0.23751477,0.07262888,1.58237400,1.58237400
79.06368840,-25.66374880,-2.93661303,-0.22992072,0.03244294,1.58237400,1.58237400
79.16376902,-25.56577080,-2.95917750,-0.23102095,-0.10574022,1.58237400,1.58237400
79.26384964,-25.46800170,-2.98265676,-0.25108581,-0.30888791,1.58237400,1.58237400
79.36393026,-25.37128768,-3.00906220,-0.29284834,-0.52616716,1.58237400,1.58237400
79.46401087,-25.27647502,-3.04040540,-0.35640408,-0.67760365,1.58237400,1.58237400
79.56409149,-25.18438853,-3.07864532,-0.42847832,-0.60664215,1.58237400,1.58237400
79.66417211,-25.09487924,-3.12335482,-0.47783032,-0.28550178,1.58237400,1.58237400
79.76425273,-25.00644620,-3.17079386,-0.48562471,0.13521066,1.58237400,1.58237400
79.86433335,-24.91748876,-3.21697817,-0.45076639,0.50652475,1.58237400,1.58237400
79.96441396,-24.82640956,-3.25793170,-0.38423809,0.63279237,1.58237400,1.58237400
80.06449458,-24.73245292,-3.29179468,-0.32410588,0.41715342,1.58237400,1.58237400
80.16457520,-24.63681906,-3.32162509,-0.30074015,0.03296560,1.58237400,1.58237400
80.26465582,-24.54098538,-3.35117784,-0.31750745,-0.31551649,1.58237400,1.58237400
80.36473644,-24.44642391,-3.38419378,-0.36389432,-0.45300215,1.58237400,1.58237400
80.46481706,-24.35385645,-3.42244692,-0.40818092,-0.31322252,1.58237400,1.58237400
80.56489767,-24.26248987,-3.46373977,-0.42658932,-0.04228739,1.58237400,1.58237400
80.66497829,-24.17134861,-3.50539662,-0.41664522,0.23984643,1.58237400,1.58237400
80.76505891,-24.07945712,-3.54474177,-0.37858137,0.46860116,1.58237400,1.58237400
80.86513953,-23.98586732,-3.57917527,-0.32284943,0.53906802,1.58237400,1.58237400
80.96522015,-23.89032672,-3.60801625,-0.27068085,0.44649229,1.58237400,1.58237400
81.06530077,-23.79331599,-3.63260659,-0.23347898,0.29518873,1.58237400,1.58237400
81.16538138,-23.69535082,-3.65438465,-0.21159551,0.14332689,1.58237400,1.58237400
81.26546200,-23.59694685,-3.67478884,-0.20479049,0.01026438,1.58237400,1.58237400
81.36554262,-23.49861599,-3.69524692,-0.20954098,-0.06167674,1.58237400,1.58237400
81.46562324,-23.40063833,-3.71653632,-0.21713579,-0.06110679,1.58237400,1.58237400
81.56570386,-23.30293158,-3.73841762,-0.22177219,-0.02913986,1.58237400,1.58237400
81.66578447,-23.20538191,-3.76056293,-0.22296846,0.00527993,1.58237400,1.58237400
81.76586509,-23.10787550,-3.78264433,-0.22071535,0.03932446,1.58237400,1.58237400
81.86594571,-23.01029852,-3.80433392,-0.21509722,0.06535531,1.58237400,1.58237400
81.96602633,-22.91254230,-3.82532015,-0.20763375,0.07073933,1.58237400,1.58237400
82.06610695,-22.81458434,-3.84556501,-0.20093795,0.05700496,1.58237400,1.58237400
82.16618757,-22.71647344,-3.86525677,-0.19622357,0.03704666,1.58237400,1.58237400
82.26626818,-22.61826057,-3.88459053,-0.19352265,0.01694025,1.58237400,1.58237400
82.36634880,-22.51999667,-3.90376136,-0.19283279,-0.00313609,1.58237400,1.58237400
82.46642942,-22.42173270,-3.92296436,-0.19415037,-0.02054864,1.58237400,1.58237400
82.56651004,-22.32351948,-3.94239412,-0.19694583,-0.02686900,1.58237400,1.58237400
82.66659066,-22.22538329,-3.96214242,-0.19952850,-0.01814874,1.58237400,1.58237400
82.76667128,-22.12729616,-3.98207424,-0.20057850,-0.00205425,1.58237400,1.58237400
82.86675189,-22.02922291,-4.00202425,-0.19993968,0.01482247,1.58237400,1.58237400
82.96683251,-21.93112833,-4.02182711,-0.19761162,0.03170228,1.58237400,1.58237400
83.06691313,-21.83297723,-4.04131748,-0.19359411,0.04767564,1.58237400,1.58237400
83.16699375,-21.73473442,-4.06033004,-0.18806880,0.05584386,1.58237400,1.58237400
83.26707437,-21.63637192,-4.07873500,-0.18241634,0.04869612,1.58237400,1.58237400
83.36715498,-21.53790954,-4.09663773,-0.17832173,0.03069641,1.58237400,1.58237400
83.46723560,-21.43938645,-4.11423892,-0.17627211,0.01025829,1.58237400,1.58237400
83.56731622,-21.34084189,-4.13173957,-0.17626841,-0.01018393,1.58237400,1.58237400
83.66739684,-21.24231510,-4.14934067,-0.17831053,-0.03062677,1.58237400,1.58237400
83.76747746,-21.14384531,-4.16724321,-0.18239871,-0.04994598,1.58237400,1.58237400
83.86755808,-21.04547175,-4.18564818,-0.18830778,-0.05997569,1.58237400,1.58237400
83.96763869,-20.94722509,-4.20471226,-0.19440351,-0.05208859,1.58237400,1.58237400
84.06771931,-20.84908241,-4.22431530,-0.19873390,-0.03173143,1.58237400,1.58237400
84.16779993,-20.75100015,-4.24423044,-0.20075492,-0.00865161,1.58237400,1.58237400
84.26788055,-20.65293469,-4.26423060,-0.20046562,0.01443332,1.58237400,1.58237400
84.36796117,-20.55484242,-4.28408868,-0.19786593,0.03732159,1.58237400,1.58237400
84.46804179,-20.45667974,-4.30357760,-0.19299528,0.05489995,1.58237400,1.58237400
84.56812240,-20.35840454,-4.32247808,-0.18687708,0.05733151,1.58237400,1.58237400
84.66820302,-20.26001175,-4.34076424,-0.18151973,0.04437249,1.58237400,1.58237400
84.76828364,-20.16153495,-4.35861153,-0.17799543,0.02581902,1.58237400,1.58237400
84.86836426,-20.06300947,-4.37620482,-0.17635177,0.00702878,1.58237400,1.58237400
84.96844488,-19.96447067,-4.39372897,-0.17658854,-0.01176061,1.58237400,1.58237400
85.06852549,-19.86595390,-4.41136885,-0.17870578,-0.03040200,1.58237400,1.58237400
85.16860611,-19.76749452,-4.42930932,-0.18267384,-0.04535367,1.58237400,1.58237400
85.26868673,-19.66912675,-4.44772938,-0.18778383,-0.04999798,1.58237400,1.58237400
85.36876735,-19.57085929,-4.46667448,-0.19268150,-0.04435897,1.58237400,1.58237400
85.46884797,-19.47267547,-4.48605740,-0.19666278,-0.03505746,1.58237400,1.58237400
85.56892859,-19.37455754,-4.50578525,-0.19969865,-0.02561149,1.58237400,1.58237400
85.66900920,-19.27648775,-4.52576508,-0.20178921,-0.01616674,1.58237400,1.58237400
85.76908982,-19.17844833,-4.54590398,-0.20293460,-0.00680609,1.58237400,1.58237400
85.86917044,-19.08042153,-4.56610904,-0.20315152,0.00216524,1.58237400,1.58237400
85.96925106,-18.98239022,-4.58629061,-0.20250120,0.01057058,1.58237400,1.58237400
86.06933168,-18.88433897,-4.60636780,-0.20103570,0.01867915,1.58237400,1.58237400
86.16941230,-18.78625263,-4.62626120,-0.19876236,0.02675145,1.58237400,1.58237400
86.26949291,-18.68811602,-4.64589140,-0.19568110,0.03482455,1.58237400,1.58237400
86.36957353,-18.58991401,-4.66517897,-0.19179184,0.04246446,1.58237400,1.58237400
86.46965415,-18.49163143,-4.68404450,-0.18718136,0.04564973,1.58237400,1.58237400
86.56973477,-18.39325639,-4.70242563,-0.18265453,0.03945516,1.58237400,1.58237400
86.66981539,-18.29480393,-4.72040115,-0.17928397,0.02611868,1.58237400,1.58237400
86.76989600,-18.19630239,-4.73811958,-0.17742658,0.01098721,1.58237400,1.58237400
86.86997662,-18.09778022,-4.75572990,-0.17708475,-0.00415589,1.58237400,1.58237400
86.97005724,-17.99926585,-4.77338111,-0.17825843,-0.01929935,1.58237400,1.58237400
87.07013786,-17.90078774,-4.79122220,-0.18094773,-0.03397944,1.58237400,1.58237400
87.17021848,-17.80237431,-4.80940218,-0.18505980,-0.04410358,1.58237400,1.58237400
87.27029910,-17.70405053,-4.82805175,-0.18977556,-0.04480287,1.58237400,1.58237400
87.37037971,-17.60581409,-4.84715886,-0.19402760,-0.03845449,1.58237400,1.58237400
87.47046033,-17.50764988,-4.86664441,-0.19747266,-0.03038153,1.58237400,1.58237400
87.57054095,-17.40954274,-4.88642887,-0.20010880,-0.02229929,1.58237400,1.58237400
87.67062157,-17.31147748,-4.90643274,-0.20193611,-0.01421404,1.58237400,1.58237400
87.77070219,-17.21343893,-4.92657652,-0.20295390,-0.00598124,1.58237400,1.58237400
87.87078281,-17.11541187,-4.94678053,-0.20313333,0.00271171,1.58237400,1.58237400
87.97086342,-17.01738006,-4.96695959,-0.20241112,0.01190779,1.58237400,1.58237400
88.07094404,-16.91932589,-4.98702158,-0.20074985,0.02130252,1.58237400,1.58237400
88.17102466,-16.82123172,-5.00687397,-0.19814718,0.03070946,1.58237400,1.58237400
88.27110528,-16.72307986,-5.02642422,-0.19460301,0.04011715,1.58237400,1.58237400
88.37118590,-16.62485267,-5.04557977,-0.19011728,0.04818708,1.58237400,1.58237400
88.47126651,-16.52653246,-5.06424809,-0.18495782,0.04891663,1.58237400,1.58237400
88.57134713,-16.42811162,-5.08238926,-0.18032607,0.03796371,1.58237400,1.58237400
88.67142775,-16.32961758,-5.10014693,-0.17735896,0.02031588,1.58237400,1.58237400
88.77150837,-16.23108538,-5.11770471,-0.17625962,0.00165378,1.58237400,1.58237400
88.87158899,-16.13255007,-5.13524621,-0.17702793,-0.01700814,1.58237400,1.58237400
88.97166961,-16.03404670,-5.15295507,-0.17966399,-0.03567128,1.58237400,1.58237400
89.07175022,-15.93561034,-5.17101488,-0.18416794,-0.05227008,1.58237400,1.58237400
89.17183084,-15.83727601,-5.18960927,-0.19012643,-0.05790837,1.58237400,1.58237400
89.27191146,-15.73906327,-5.20884055,-0.19575895,-0.04641241,1.58237400,1.58237400
89.37199208,-15.64094035,-5.22854233,-0.19941640,-0.02526952,1.58237400,1.58237400
89.47207270,-15.54286488,-5.24849274,-0.20081693,-0.00271951,1.58237400,1.58237400
89.57215331,-15.44479453,-5.26846991,-0.19996074,0.01983015,1.58237400,1.58237400
89.67223393,-15.34668692,-5.28825197,-0.19684770,0.04180524,1.58237400,1.58237400
89.77231455,-15.24849972,-5.30761704,-0.19159295,0.05657123,1.58237400,1.58237400
89.87239517,-15.15019490,-5.32636596,-0.18552434,0.05502316,1.58237400,1.58237400
89.97247579,-15.05177994,-5.34453792,-0.18057945,0.04012510,1.58237400,1.58237400
90.07255641,-14.95328953,-5.36231462,-0.17749285,0.02150973,1.58237400,1.58237400
90.17263702,-14.85475872,-5.37987969,-0.17627403,0.00284758,1.58237400,1.58237400
90.27271764,-14.75622256,-5.39741674,-0.17692287,-0.01581424,1.58237400,1.58237400
90.37279826,-14.65771610,-5.41510939,-0.17943943,-0.03405372,1.58237400,1.58237400
90.47287888,-14.55927440,-5.43314126,-0.18373910,-0.04726384,1.58237400,1.58237400
90.57295950,-14.46092932,-5.45167928,-0.18889982,-0.04930039,1.58237400,1.58237400
90.67304012,-14.36268130,-5.47072577,-0.19360713,-0.04235892,1.58237400,1.58237400
90.77312073,-14.26451289,-5.49018927,-0.19737843,-0.03297888,1.58237400,1.58237400
90.87320135,-14.16640642,-5.50997725,-0.20020822,-0.02357188,1.58237400,1.58237400
90.97328197,-14.06834422,-5.52999716,-0.20209661,-0.01416825,1.58237400,1.58237400
91.07336259,-13.97030863,-5.55015645,-0.20304416,-0.00489506,1.58237400,1.58237400
91.17344321,-13.87228201,-5.57036269,-0.20307641,0.00393740,1.58237400,1.58237400
91.27352382,-13.77424763,-5.59052833,-0.20225604,0.01225331,1.58237400,1.58237400
91.37360444,-13.67619020,-5.61057325,-0.20062377,0.02035071,1.58237400,1.58237400
91.47368506,-13.57809456,-5.63041793,-0.19818262,0.02843349,1.58237400,1.58237400
91.57376568,-13.47994550,-5.64998285,-0.19493249,0.03651698,1.58237400,1.58237400
91.67384630,-13.38172787,-5.66918850,-0.19087334,0.04370136,1.58237400,1.58237400
91.77392692,-13.28342647,-5.68795536,-0.18618517,0.04521824,1.58237400,1.58237400
91.87400753,-13.18503289,-5.70623930,-0.18182240,0.03705854,1.58237400,1.58237400
91.97408815,-13.08656775,-5.72414841,-0.17876749,0.02295107,1.58237400,1.58237400
92.07416877,-12.98805951,-5.74183170,-0.17722848,0.00780490,1.58237400,1.58237400
92.17424939,-12.88953661,-5.75943820,-0.17720525,-0.00734062,1.58237400,1.58237400
92.27433001,-12.79102749,-5.77711692,-0.17869779,-0.02248676,1.58237400,1.58237400
92.37441063,-12.69256061,-5.79501689,-0.18170623,-0.03668480,1.58237400,1.58237400
92.47449124,-12.59416441,-5.81328713,-0.18604067,-0.04511310,1.58237400,1.58237400
92.57457186,-12.49586021,-5.83203928,-0.19073612,-0.04386171,1.58237400,1.58237400
92.67465248,-12.39764023,-5.85123266,-0.19482008,-0.03676478,1.58237400,1.58237400
92.77473310,-12.29948931,-5.87078775,-0.19809501,-0.02868127,1.58237400,1.58237400
92.87481372,-12.20139225,-5.89062504,-0.20056096,-0.02059847,1.58237400,1.58237400
92.97489433,-12.10333388,-5.91066500,-0.20221802,-0.01250312,1.58237400,1.58237400
93.07497495,-12.00529902,-5.93082812,-0.20306360,-0.00419877,1.58237400,1.58237400
